Participant ID,Game ID,Round 1,Round 2,Round 3,Disorder,Website Choice
123,0,Foot deformity. Abnormality of the wrist. Sleep disturbance. Nausea and vomiting. Thin skin. Persistent blue hands/feet,Constipation. Menstrual abnormalities (frequency heaviness irregularity). Soft skin. Tingling/pins and needles. Joint hyperflexibility. Joint pain,Osteoarthritis. Inguinal hernia. Muscle pain. Osteolysis: Breakdown of bone. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
123,1,Picture: coarse facial features. Corneal opacity. Congestive heart failure. Muscle pain. Mini-stroke. Arthritis,Cognitive impairment. Abdominal pain. Vision loss. Lack of sweating. Depressivity. Thickened skin,Elevated or lowered cholesteral. Bundle branch block. Kidney damage/Kidney disease. Optic atrophy. Malabsorption,Fabry disease,1. Collaborative Filtering
123,2,Feeding difficulties in infancy. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Decreased muscle tone. Depressivity. Abdominal pain,Fatigue. Difficulty swallowing. Anemia. Recurrent fractures. Bone death due to lack of blood supply,Enlarged liver. Osteopenia: Decreased bone density. Englarged spleen. Bilateral tonic-clonic seizure. Calcium deposits in the aortic valve,Gaucher disease,2. Malady Help
124,0,Flat feet. Small teeth. Foot deformity. Tendon rupture. Constipation. Soft skin,Vertigo. Frequent joint dislocation. Osteoarthritis. Limitation of joint mobility. Dry eyes. Joint hyperflexibility,Joint pain. Muscle pain. Fatigue. Malabsorption. Extra bones in the cranium. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
124,1,Nausea and vomiting. Anemia. Blood in urine. Picture: Subcutaneous nodule (skin lesion). Picture: Angiokeratoma (small raised dark-red spot),Lack of sweating. Hearing impairment. Thickened skin. Optic atrophy,Bundle branch block. Kidney damage/Kidney disease. Renal insufficiency. Cataract,Fabry disease,2. Malady Help
124,2,Feeding difficulties in infancy. Abnormal bone structure. Decreased muscle tone. Recurrent fractures. Involuntary movements. Breathing difficulties,Bone pain. Fatigue. Double vision. Developmental regression. Osteopenia: Decreased bone density. Hydrocephalus (too much cerebrospinal fluid in the brain),Calcium deposits in the aortic valve. Ataxia. Abnormality of the skeletal system. Abnormal macular morphology. Bilateral tonic-clonic seizure. Low platelet count,Gaucher disease,1. Collaborative Filtering
125,0,Drooping upper eyelid. Prominent eye folds. Umbilical hernia. Malabsorption. Arrhythmia,Stretchy skin. Joint pain. Picture: Subcutaneous nodule (skin lesion). Frequent joint dislocation. Inflamed gums,Persistent blue hands/feet. Depressivity. Dry eyes. Gastrointestinal dysmotility. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
125,1,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Picture: Subcutaneous nodule (skin lesion). Behavioral abnormality. Muscle pain. Fever,Joint pain. Spider veins. Blood in urine. Hearing impairment,Renal insufficiency. Sensorineural hearing impairment. Nephrotic syndrome. Abnormal renal tubule morphology,Fabry disease,3. Google Custom
125,2,Abnormal bone structure. Abdominal pain. Joint dislocation. Fatigue. Recurrent fractures,Joint pain. Depressivity. Abnormal macular morphology. Low platelet count,Abnormality of the skeletal system. Generalized myoclonic seizures. Bone death due to lack of blood supply. Englarged spleen,Gaucher disease,1. Collaborative Filtering
126,0,Foot deformity. Sleep disturbance. Constipation. Persistent blue hands/feet. Vertigo,Malabsorption. Soft skin. Stretchy skin. Fatigue,Frequent joint dislocation. Arrhythmia. Decreased nerve conduction velocity. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
126,1,Short stature. Congestive heart failure. Anemia. Abdominal pain. Picture: Subcutaneous nodule (skin lesion). Hearing impairment,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Seizure. Fatigue. Vertigo. Picture: Angiokeratoma (small raised dark-red spot). Renal insufficiency,Malabsorption. Emphysema. Atrioventricular block. Cataract. Glomerulopathy (diseased blood vessels in the kidneys),Fabry disease,2. Malady Help
126,2,Delayed puberty. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Developmental regression. Anemia. Osteoarthritis,Bone pain. Recurrent fractures. Depressivity. Bone death due to lack of blood supply. Osteolysis: Breakdown of bone,Low platelet count. Hepatitis. Enlarged liver. Englarged spleen. Cherry red spot of the macula,Gaucher disease,3. Google Custom
127,0,Flat feet. Abnormality of the wrist. Nausea and vomiting. Constipation. Muscle pain,Joint hyperflexibility. Joint pain. Acid reflux. Thin skin,Fatigue. Vertigo. Frequent joint dislocation. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
127,1,Hearing impairment. Joint pain. Spider veins. Picture: Conjunctival telangiectasia. Breathing difficulties,Congestive heart failure. Arrhythmia. Depressivity. Abdominal pain. Anorexia,Malabsorption. Mitral regurgitation. Achalasia. Corneal dystrophy,Fabry disease,1. Collaborative Filtering
127,2,Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Delayed skeletal maturation. Joint dislocation. Anemia. Abdominal pain. Susceptable to bleeding. Breathing difficulties,Recurrent fractures. Difficulty swallowing. Joint pain. Fatigue. Ataxia. Enlarged ventricular system of the brain,Cherry red spot of the macula. Osteolysis: Breakdown of bone. Osteopenia: Decreased bone density. Bilateral tonic-clonic seizure. Scarring of liver caused by chronic liver disease. Abnormal heart valve morphology,Gaucher disease,2. Malady Help
128,0,Gum abnormalities. Foot deformity. Gum enlargement. Migraine. Soft skin. Muscle pain,Osteoarthritis. Acid reflux. Stretchy skin. Dry eyes. Joint hyperflexibility. Frequent joint dislocation,Thin skin. Persistent blue hands/feet. Vertigo. Fatigue. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
128,1,Delayed puberty. Spider veins. Corneal opacity. Behavioral abnormality,Thickened skin. Arthritis. Abdominal pain. Atrioventricular block,Cataract. Emphysema. Bundle branch block. High blood pressure,Fabry disease,3. Google Custom
128,2,Feeding difficulties in infancy. Delayed puberty. Delayed skeletal maturation. Joint dislocation. Bleeding gums. Dry scales on the skin,Paralysis or weakness of one side of the body. Depressivity. Developmental regression. Fatigue. Decreased muscle tone. Corneal opacity,Hydrocephalus (too much cerebrospinal fluid in the brain). Generalized myoclonic seizures. Englarged spleen. Low platelet count. Bone infection. Cranial nerve paralysis,Gaucher disease,2. Malady Help
129,0,Gum abnormalities. Prominent eye folds. Sleep disturbance. Arrhythmia. Joint pain. Fatigue,Muscle pain. Nausea and vomiting. Thin skin. Depressivity. Joint hyperflexibility. Menstrual abnormalities (frequency heaviness irregularity),Bladder hernia. Persistent blue hands/feet. Soft skin. Inguinal hernia. Picture: Subcutaneous nodule (skin lesion). Osteolysis: Breakdown of bone,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
129,1,Picture: Conjunctival telangiectasia. Anemia. Spider veins. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Vertigo,Corneal opacity. Anxiety. Picture: Subcutaneous nodule (skin lesion). Bundle branch block,Nephrotic syndrome. Glomerulopathy (diseased blood vessels in the kidneys). Kidney damage/Kidney disease. Cataract,Fabry disease,3. Google Custom
129,2,Misalignment of the eyes. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Tremor. Susceptable to bleeding. Joint dislocation,Anemia. Fatigue. Englarged spleen. Generalized myoclonic seizures. Abnormality of the skeletal system,Bilateral tonic-clonic seizure. Hepatitis. Osteopenia: Decreased bone density. Cherry red spot of the macula,Gaucher disease,2. Malady Help
130,0,Foot deformity. Sleep disturbance. Persistent blue hands/feet. Soft skin,Stretchy skin. Malabsorption. Fatigue. Frequent joint dislocation,Limitation of joint mobility. Vertigo. Joint pain. Separation of layers of an artery,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
130,1,Picture: coarse facial features. Nausea and vomiting. Blood in urine. Breathing difficulties. Joint pain. Corneal opacity,Hearing impairment. Muscle pain. Picture: Subcutaneous nodule (skin lesion). Picture: Angiokeratoma (small raised dark-red spot). Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Corneal dystrophy. Malabsorption. High urine protein levels. Optic atrophy. High blood pressure,Fabry disease,2. Malady Help
130,2,Delayed skeletal maturation. Feeding difficulties in infancy. Changes in coordination and speed of movements. Developmental regression,Fever. Susceptable to bleeding. Involuntary movements. Englarged spleen,Calcium deposits in the aortic valve. Ataxia. Bone death due to lack of blood supply. High urine protein levels,Gaucher disease,3. Google Custom
131,0,Gum enlargement. Gum abnormalities. Sleep disturbance. Genital hernia. Frequent joint dislocation,Bladder hernia. Decreased fertility. Vertigo. Unusual scars. Persistent blue hands/feet,Joint hyperflexibility. Muscle pain. Breathing stops (episodes). Osteoarthritis. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
131,1,Progressive airflow obstruction. Corneal opacity. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Mini-stroke. Congestive heart failure,Fatigue. Anemia. Spider veins. Lack of sweating. Malabsorption,Abnormal aortic valve morphology. Corneal dystrophy. Emphysema. Bundle branch block,Fabry disease,1. Collaborative Filtering
131,2,Abnormal bone structure. Misalignment of the eyes. Abdominal pain. Fever. Anemia. Breathing difficulties,Susceptable to bleeding. Bone pain. Depressivity. Interstitial pulmonary abnormality. High urine protein levels,Bone death due to lack of blood supply. Abnormal heart valve morphology. Ataxia. Hepatitis. Enlarged liver,Gaucher disease,3. Google Custom
132,0,Foot deformity. Abnormality of the wrist. Frequent joint dislocation. Muscle pain. Stretchy skin. Unusual scars. Joint hyperflexibility,Constipation. Genital hernia. Arrhythmia. Abnormal anus or rectum. Joint pain. Nausea and vomiting. Vertigo,Inflamed gums. Depressivity. Osteoarthritis. Acid reflux. Decreased nerve conduction velocity. Keratoconus,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
132,1,Short stature. Fatigue. Developmental regression. Mini-stroke. Spider veins. Anemia. Behavioral abnormality,Joint pain. Abdominal pain. Lack of sweating. Congestive heart failure. Blood in urine. Chest pain. Picture: Subcutaneous nodule (skin lesion),Emphysema. Nephrotic syndrome. Abnormal myocardium morphology. High urine protein levels. Reduced bone mineral density. Bundle branch block,Fabry disease,1. Collaborative Filtering
132,2,Hydrops fetalis: prenatal swelling. Delayed puberty. Tremor. Corneal opacity. Hearing impairment,Joint dislocation. Difficulty swallowing. Anemia. Abnormality of the skeletal system,Osteopenia: Decreased bone density. Bilateral tonic-clonic seizure. Bone infection. Enlarged liver,Gaucher disease,3. Google Custom
133,0,Sleep disturbance. Flat feet. Gum enlargement. Frequent joint dislocation. Persistent blue hands/feet. Inguinal hernia. Osteoarthritis,Nausea and vomiting. Abnormal anus or rectum. Scoliosis. Malabsorption. Stretchy skin. Muscle pain,Joint pain. Vertigo. Tingling/pins and needles. Fatigue. Decreased nerve conduction velocity. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
133,1,Delayed puberty. Joint pain. Anxiety. Mini-stroke. Arthritis,Lack of sweating. Spider veins. Corneal opacity. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Hearing impairment,Blood in urine. Bundle branch block. Atrioventricular block. Elevated or lowered cholesteral. Renal insufficiency,Fabry disease,2. Malady Help
133,2,Abnormal bone structure. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Developmental regression. Depressivity. Bone pain. Anemia,Abdominal pain. Decreased muscle tone. Paralysis or weakness of one side of the body. Recurrent fractures. Generalized myoclonic seizures,Englarged spleen. Increased antibody level in blood. Hepatitis. Low platelet count. Calcium deposits in the mitral valve,Gaucher disease,3. Google Custom
134,0,Prominent eye folds. Sleep disturbance. Foot deformity. Stretchy skin. Abnormal anus or rectum. Frequent joint dislocation,Inflamed gums. Thin skin. Joint pain. Arrhythmia. Joint hyperflexibility,Nausea and vomiting. Tingling/pins and needles. Inguinal hernia. Absent/small abdominal wall muscles. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
134,1,Picture: coarse facial features. Picture: Angiokeratoma (small raised dark-red spot). Anxiety. Mini-stroke. Fatigue. Depressivity,Hearing impairment. Picture: Conjunctival telangiectasia. Anorexia. Picture: Subcutaneous nodule (skin lesion). Kidney damage/Kidney disease,Cataract. High urine protein levels. Renal insufficiency. Atrioventricular block. Left ventricular hypertrophy,Fabry disease,2. Malady Help
134,2,Feeding difficulties in infancy. Delayed puberty. Changes in coordination and speed of movements. Joint pain. Bone pain. Corneal opacity,Paralysis or weakness of one side of the body. Osteoarthritis. Joint stiffness. Dry scales on the skin. Fever. Bone death due to lack of blood supply,Englarged spleen. Hydrocephalus (too much cerebrospinal fluid in the brain). Enlarged liver. Enlarged ventricular system of the brain. Ataxia. Abnormal macular morphology,Gaucher disease,1. Collaborative Filtering
